ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
RPUB,medium_airport,Loakan Airport,4251,AS,PH,PH-BEN,Baguio City,RPUB,BAG,,"16.375099182128906, 120.62000274658203"
RPUD,medium_airport,Daet Airport,10,AS,PH,PH-CAN,Daet,RPUD,DTE,,"14.129199981689453, 122.9800033569336"
RPUH,medium_airport,San Jose Airport,14,AS,PH,PH-MDC,San Jose,RPUH,SJI,,"12.361499786399998, 121.04699707"
RPUM,medium_airport,Mamburao Airport,13,AS,PH,PH-MDC,,RPUM,MBO,,"13.208100318908691, 120.6050033569336"
RPUN,medium_airport,Naga Airport,142,AS,PH,PH-CAS,Naga,RPUN,WNP,,"13.58489990234375, 123.2699966430664"
RPUO,medium_airport,Basco Airport,291,AS,PH,PH-BTN,Basco,RPUO,BSO,,"20.4513, 121.980003"
RPUR,medium_airport,Dr.Juan C. Angara Airport,108,AS,PH,PH-AUR,Baler,RPUR,BQA,,"15.729309, 121.500034"
RPUS,medium_airport,San Fernando Airport,13,AS,PH,PH-LUN,,RPUS,SFE,,"16.595600128173828, 120.3030014038086"
RPUT,medium_airport,Tuguegarao Airport,70,AS,PH,PH-CAG,Tuguegarao City,RPUT,TUG,,"17.6433676823, 121.733150482"
RPUV,medium_airport,Virac Airport,121,AS,PH,PH-CAT,Virac,RPUV,VRC,,"13.576399803161621, 124.20600128173828"
RPUW,medium_airport,Marinduque Airport,32,AS,PH,PH-MAD,Gasan,RPUW,MRQ,,"13.361000061035156, 121.82599639892578"
RPUY,medium_airport,Cauayan Airport,200,AS,PH,PH-ISA,Cauayan City,RPUY,CYZ,,"16.9298992157, 121.752998352"
RPVA,medium_airport,Daniel Z. Romualdez Airport,10,AS,PH,PH-LEY,Tacloban City,RPVA,TAC,DZR,"11.228035, 125.027761"
RPVB,medium_airport,Bacolod-Silay Airport,82,AS,PH,PH-NEC,Bacolod City,RPVB,BCD,,"10.7764, 123.014999"
RPVC,medium_airport,Calbayog Airport,12,AS,PH,PH-WSA,Calbayog City,RPVC,CYP,,"12.072699546813965, 124.54499816894531"
RPVD,medium_airport,Sibulan Airport,15,AS,PH,PH-NER,Dumaguete City,RPVD,DGT,,"9.3337097168, 123.300003052"
RPVE,medium_airport,Godofredo P. Ramos Airport,7,AS,PH,PH-AKL,Malay,RPVE,MPH,,"11.9245, 121.954002"
RPVF,medium_airport,Catarman National Airport,6,AS,PH,PH-NSA,Catarman,RPVF,CRM,,"12.502400398254395, 124.63600158691406"
RPVI,medium_airport,Iloilo International Airport,27,AS,PH,PH-ILI,Iloilo City,RPVI,ILO,,"10.833017, 122.493358"
RPVJ,medium_airport,Moises R. Espinosa Airport,49,AS,PH,PH-MAS,Masbate,RPVJ,MBT,,"12.369682, 123.630095"
RPVK,medium_airport,Kalibo International Airport,14,AS,PH,PH-AKL,Kalibo,RPVK,KLO,,"11.679400444, 122.375999451"
RPVM,large_airport,Mactan Cebu International Airport,31,AS,PH,PH-CEB,Lapu-Lapu City,RPVM,CEB,,"10.307499885559, 123.97899627686"
RPVO,medium_airport,Ormoc Airport,83,AS,PH,PH-LEY,Ormoc City,RPVO,OMC,,"11.057999610900879, 124.56500244140625"
RPVP,medium_airport,Puerto Princesa Airport,71,AS,PH,PH-PLW,Puerto Princesa City,RPVP,PPS,,"9.742119789123535, 118.75900268554688"
RPVR,medium_airport,Roxas Airport,10,AS,PH,PH-CAP,Roxas City,RPVR,RXS,,"11.597700119018555, 122.75199890136719"
RPVS,medium_airport,Evelio Javier Airport,23,AS,PH,PH-ANT,San Jose,RPVS,EUQ,,"10.765999794, 121.932998657"
RPVT,medium_airport,Tagbilaran Airport,38,AS,PH,PH-BOH,Tagbilaran City,RPVT,TAG,,"9.665442, 123.853533"
RPVU,medium_airport,Tugdan Airport,10,AS,PH,PH-ROM,Tablas Island,RPVU,TBH,,"12.3109998703, 122.084999084"
RPVV,medium_airport,Francisco B. Reyes Airport,148,AS,PH,PH-PLW,Coron,RPVV,USU,,"12.1215000153, 120.099998474"
RU-0001,medium_airport,Levashovo Air Base,59,EU,RU,RU-SPE,St. Petersburg,,,,"60.086700439453125, 30.193300247192383"
RU-0008,medium_airport,Bada Air Base,2500,AS,RU,RU-CHI,Bada,,,,"51.406917, 109.900091"
RU-0010,medium_airport,Balashov Air Base,568,EU,RU,RU-SAR,Balashov,,,,"51.53329849243164, 43.29999923706055"
RU-0014,medium_airport,Borisoglebsk Air Base,390,EU,RU,RU-VOR,Borisoglebsk,,,XUOB,"51.366699, 42.178299"
RU-0015,medium_airport,Khotilovo Air Base,591,EU,RU,RU-TVE,Bologoye,,,,"57.654998779296875, 34.099998474121094"
RU-0016,large_airport,Lipetsk Air Base,636,EU,RU,RU-LIP,Lipetsk,,,,"52.6349983215332, 39.44499969482422"
RU-0018,medium_airport,Buturlinovka Air Base,505,EU,RU,RU-VOR,Buturlinovka,,,,"50.79220962524414, 40.60615539550781"
RU-0023,medium_airport,Chindant Air Base,2201,AS,RU,RU-CHI,Borzya,,,,"50.39670181274414, 116.34700012207031"
RU-0028,medium_airport,Kaliningrad Chkalovsk Naval Air Base,164,EU,RU,RU-KGD,Kaliningrad,,,,"54.7666015625, 20.39699935913086"
RU-0035,large_airport,Grozny North Airport,548,EU,RU,RU-CE,Grozny,URMG,GRV,,"43.388302, 45.698601"
RU-0036,medium_airport,Irkutsk Northwest Airport,1470,AS,RU,RU-IRK,Irkutsk,UIIR,,,"52.36830139160156, 104.18299865722656"
RU-0040,medium_airport,Syktyvkar Southwest,489,EU,RU,RU-KO,Syktyvkar,,,,"61.586666107177734, 50.52000045776367"
RU-0043,medium_airport,Mius Airport,525,EU,RU,RU-NIZ,Sarov,,,XUDM,"54.9583320618, 43.311668396"
RU-0050,medium_airport,Yamburg Airport,108,EU,RU,RU-YAN,Yamburg,USMQ,,,"67.986664, 75.099998"
RU-0059,medium_airport,Alakurtti Naval Air Base,538,EU,RU,RU-MUR,Alakurtti,,,,"66.97333526611328, 30.344999313354492"
RU-0060,medium_airport,Chernyakhovsk Naval Air Base,131,EU,RU,RU-KGD,Chernyakhovsk,,,,"54.60166549682617, 21.781667709350586"
RU-0064,medium_airport,Ostrov Naval Air Base,220,EU,RU,RU-PSK,Ostrov,,,XLOS,"57.299999, 28.4333"
RU-0065,medium_airport,Pribylovo Naval Air Base,131,EU,RU,RU-LEN,Pribilovo,,,,"60.45833206176758, 28.746667861938477"
RU-0089,medium_airport,Krymsk Air Base,66,EU,RU,RU-KDA,Krymsk,,,,"44.959999084472656, 38"
RU-0090,medium_airport,Krasnodar Tsentralny Air Base,105,EU,RU,RU-KDA,Krasnodar,,,,"45.0800018311, 38.9469985962"
RU-0098,medium_airport,Oktyabrskiy Air Base,,EU,RU,RU-VGG,Oktyabrskiy,,,,"47.970001220703125, 43.720001220703125"
RU-0125,medium_airport,Bobrovka Air Base,,EU,RU,RU-SAM,Kinel,,,,"53.14500045776367, 50.709999084472656"
RU-0128,medium_airport,Budyonnovsk Air Base,,EU,RU,RU-STA,Budyonnovsk,,,,"44.83000183105469, 44.01300048828125"
RU-0132,medium_airport,Chernigovka Air Base,,AS,RU,RU-PRI,Chernigovka,,,,"44.32500076293945, 132.5449981689453"
RU-0152,medium_airport,Mozdok Air Base,,EU,RU,RU-SE,Mozdok,,,,"43.78499984741211, 44.599998474121094"
RU-0189,medium_airport,Kostomuksha Airport,681,EU,RU,RU-KR,Kostomuksha,ULPM,,,"64.61799621579999, 30.687000274699997"
RU-0211,medium_airport,Taganrog Tsentralny Air Base,151,EU,RU,RU-ROS,Taganrog,,,XRRC,"47.24645, 38.8403"
RU-0217,medium_airport,Sormovo Airfield,249,EU,RU,RU-NIZ,Nizhniy Novgorod,,,,"56.31999969482422, 43.79999923706055"
RU-0240,medium_airport,Seshcha Air Base,692,EU,RU,RU-BRY,Dubrovka,,,,"53.715, 33.34"
RU-0303,medium_airport,Privolzhskiy Air Base,-66,EU,RU,RU-AST,Astrakhan,XRAP,,,"46.396, 47.893"
RU-0304,medium_airport,Kapustin Yar Airfield,,EU,RU,RU-AST,Znamensk,,,,"48.667, 45.732"
RU-0327,medium_airport,Vozdvizhenka Air Base,,EU,RU,RU-PRI,Ussuriysk,,,,"43.907, 131.923"
RU-0372,medium_airport,Rostov-na-Donu Tsentralny Air Base,,EU,RU,RU-ROS,Rostov-na-Donu,,,XRRO,"47.2763, 39.6377"
RU-0380,medium_airport,Akhtubinsk Air Base,50,EU,RU,RU-AST,Akhtubinsk,,,XRWH,"48.3085, 46.2365"
RU-0764,medium_airport,Kubinka Air Base,614,EU,RU,RU-MOS,Kubinka,UUMB,,,"55.611695, 36.650002"
RU-1071,medium_airport,Kamensk-Uralskiy Air Base,502,AS,RU,RU-SVE,Kamensk Uralskiy,,,,"56.4366989136, 61.9866981506"
RU-1892,medium_airport,Dolinsk-Sokol Air Base,95,AS,RU,RU-SAK,Dolinsk,,,,"47.26169967651367, 142.76800537109375"
RU-2244,large_airport,Ukrainka Air Base,771,EU,RU,RU-AMU,Belogorsk,,,XHBU,"51.169997, 128.445007"
RU-2344,medium_airport,Samara Kryazh Air Base,105,EU,RU,RU-SAM,Samara,,,,"53.108299255371094, 50.09830093383789"
RU-2844,medium_airport,Dzhida Air Base,1968,AS,RU,RU-BU,Dzhida,,,,"50.677425106200005, 106.138572693"
RU-3095,medium_airport,Shadrinsk Air Base,459,AS,RU,RU-KGN,Shadrinsk,,,,"56.039207458496094, 63.6819953918457"
RU-3686,medium_airport,Vorotynsk Air Base,545,EU,RU,RU-KLU,Vorotynsk,,,,"54.4682998657, 36.073299408"
RU-3709,medium_airport,Bagay-Baranovka Air Base,125,EU,RU,RU-SAR,Sennoy,,,,"52.1396522522, 46.969387054399995"
RU-3880,medium_airport,Kansk Air Base,1037,AS,RU,RU-KYA,Kansk,,,,"56.123298645, 95.66329956050001"
RU-4339,medium_airport,Tambov Air Base,554,EU,RU,RU-TAM,Tambov,,,,"52.700626373291016, 41.374168395996094"
RU-4421,medium_airport,Danilovo Air Base,384,EU,RU,RU-ME,Yoshkar Ola,,,,"56.65999984741211, 48.03329849243164"
RU-4464,large_airport,Olenya Air Base,702,EU,RU,RU-MUR,Olenegorsk,,,XLMO,"68.151802062988, 33.463901519775"
RU-4536,medium_airport,Rogachyovo Air Base,272,EU,RU,RU-NEN,Belaya,ULDA,,,"71.61669921880001, 52.4782981873"
RU-4609,medium_airport,Shatalovo Air Base,630,EU,RU,RU-SMO,Pochinok,,,,"54.34000015258789, 32.47330093383789"
RU-4827,medium_airport,Cheryomushki Air Base,2221,AS,RU,RU-CHI,Chita,,,,"52.06999969482422, 113.43000030517578"
RU-5105,medium_airport,Chuguyevka Air Base,1001,AS,RU,RU-PRI,Chuguyevka,,,,"44.08330154418945, 133.8679962158203"
RU-5276,medium_airport,Kilpyavr Air Base,305,EU,RU,RU-MUR,Murmansk,,,,"69.0967025756836, 32.40829849243164"
RU-5376,medium_airport,Smuravyovo Air Base,200,EU,RU,RU-PSK,Gdov,,,XLLG,"58.814999, 28.0133"
RU-5672,medium_airport,Ivanovo North Air Base,449,EU,RU,RU-IVA,Ivanovo,,,,"57.05830001831055, 40.9817008972168"
RU-6558,medium_airport,Lyambir Air Base,653,EU,RU,RU-MO,Saransk,,,,"54.28499984741211, 45.16830062866211"
RU-6560,medium_airport,Ulan-Ude East Airport,1670,AS,RU,RU-BU,Ulan Ude,XIUW,,,"51.849998474121094, 107.73799896240234"
RU-6687,medium_airport,Michurinsk Air Base,538,EU,RU,RU-TAM,Michurinsk,,,,"52.91830062866211, 40.3650016784668"
RU-7576,medium_airport,Step Air Base,2329,AS,RU,RU-CHI,Yasnogorsk,,,,"51.016700744628906, 115.43299865722656"
RU-7847,medium_airport,Ukkurey Air Base,1900,AS,RU,RU-CHI,Chernysevsk,,,,"52.33330154418945, 116.83300018310547"
RU-7911,medium_airport,Yugorsk Sovetsky Air Base,374,AS,RU,RU-KHM,Yugorsk,,,,"61.2682991027832, 63.138301849365234"
RU-7978,medium_airport,Uprun Air Base,774,AS,RU,RU-CHE,Uvelsky,,,,"54.375, 61.3532981873"
RU-8363,medium_airport,Voronezh Baltimor Air Base,502,EU,RU,RU-VOR,Voronezh,,,,"51.62, 39.14"
RU-8499,medium_airport,Sharomy Air Base,489,AS,RU,RU-KAM,Sharomy,,,,"54.29330062866211, 158.15199279785156"
RU-8602,medium_airport,Engels Air Base,121,EU,RU,RU-SAR,Saratov,,,,"51.480499267578125, 46.21500015258789"
RU-8709,medium_airport,Dorokhovo Air Base,469,EU,RU,RU-TVE,Bezhetsk,,,,"57.724998474121094, 36.65169906616211"
RU-8964,medium_airport,Beryozovka Air Base,299,EU,RU,RU-KO,Pechora,,,,"65.0550003052, 56.673301696799996"
RU-8974,medium_airport,Yaroslavl Levtsovo Air Base,331,EU,RU,RU-YAR,Yaroslavl,,,,"57.73109817504883, 40.05500030517578"
RU-9129,medium_airport,Vorkuta Sovetskiy Air Base,630,AS,RU,RU-KO,Vorkuta,,,,"67.46330261230469, 64.30670166015625"
RU-9345,medium_airport,Krechevitsy Air Base,85,EU,RU,RU-NGR,Novgorod,ULLK,,,"58.625, 31.385000228881836"
RU-9545,medium_airport,Zherdevka Air Base,489,EU,RU,RU-TAM,Zherdevka,,,,"51.83330154418945, 41.54999923706055"
RU-9937,medium_airport,Rzhev Air Base,636,EU,RU,RU-TVE,Rzhev,,,,"56.2599983215332, 34.40829849243164"
RU-9942,medium_airport,Shaykovka Air Base,666,EU,RU,RU-KLU,Kirov,,,,"54.22669982910156, 34.371700286865234"
SAAC,medium_airport,Comodoro Pierrestegui Airport,112,SA,AR,AR-E,Concordia,SAAC,COC,DIA,"-31.2969, -57.9966"
SAAG,medium_airport,Gualeguaychu Airport,75,SA,AR,AR-E,Gualeguaychu,SAAG,GHU,GUA,"-33.0103, -58.6131"
SAAP,medium_airport,General Urquiza Airport,242,SA,AR,AR-E,Parana,SAAP,PRA,PAR,"-31.7948, -60.4804"
SAAR,medium_airport,Islas Malvinas Airport,85,SA,AR,AR-S,Rosario,SAAR,ROS,ROS,"-32.9036, -60.785"
SAAV,medium_airport,Sauce Viejo Airport,55,SA,AR,AR-S,Santa Fe,SAAV,SFN,SVO,"-31.7117, -60.8117"
SABE,medium_airport,Jorge Newbery Airpark,18,SA,AR,AR-C,Buenos Aires,SABE,AEP,AER,"-34.5592, -58.4156"
SACO,medium_airport,Ingeniero Ambrosio Taravella Airport,1604,SA,AR,AR-X,Cordoba,SACO,COR,CBA,"-31.323601, -64.208"
SADF,medium_airport,San Fernando Airport,10,SA,AR,AR-B,San Fernando,SADF,FDO,FDO,"-34.4532, -58.5896"
SADL,medium_airport,La Plata Airport,72,SA,AR,AR-B,La Plata,SADL,LPG,PTA,"-34.9722, -57.8947"
SADP,medium_airport,El Palomar Airport,59,SA,AR,AR-B,El Palomar,SADP,EPA,PAL,"-34.6099, -58.6126"
SAEZ,large_airport,Ministro Pistarini International Airport,67,SA,AR,AR-B,Buenos Aires,SAEZ,EZE,EZE,"-34.8222, -58.5358"
SAHS,medium_airport,Rincon De Los Sauces Airport,1968,SA,AR,AR-Q,Rincon de los Sauces,SAHS,RDS,RIN,"-37.3905982971, -68.9041976929"
SAHZ,medium_airport,Zapala Airport,3330,SA,AR,AR-Q,Zapala,SAHZ,APZ,ZAP,"-38.975498, -70.113602"
SAME,medium_airport,El Plumerillo Airport,2310,SA,AR,AR-M,Mendoza,SAME,MDZ,DOZ,"-32.8316993713, -68.7929000854"
SAMM,medium_airport,Comodoro D.R. Salomón Airport,4685,SA,AR,AR-M,Malargue,SAMM,LGS,MLG,"-35.493598938, -69.5743026733"
SAMR,medium_airport,Suboficial Ay Santiago Germano Airport,2470,SA,AR,AR-M,San Rafael,SAMR,AFA,SRA,"-34.588299, -68.4039"
SANC,medium_airport,Catamarca Airport,1522,SA,AR,AR-K,Catamarca,SANC,CTC,CAT,"-28.5956001282, -65.751701355"
SANE,medium_airport,Vicecomodoro Angel D. La Paz Aragonés Airport,656,SA,AR,AR-G,Santiago del Estero,SANE,SDE,SDE,"-27.765556335399996, -64.3099975586"
SANL,medium_airport,Capitan V A Almonacid Airport,1437,SA,AR,AR-F,La Rioja,SANL,IRJ,LAR,"-29.3815994263, -66.7957992554"
SANR,medium_airport,Termas de Río Hondo international Airport,935,SA,AR,AR-G,Termas de Río Hondo,SANR,RHD,TRH,"-27.4966, -64.93595"
SANT,medium_airport,Teniente Benjamin Matienzo Airport,1493,SA,AR,AR-T,San Miguel de Tucumán,SANT,TUC,TUC,"-26.8409, -65.104897"
SANU,medium_airport,Domingo Faustino Sarmiento Airport,1958,SA,AR,AR-J,San Juan,SANU,UAQ,JUA,"-31.571501, -68.418198"
SAOC,medium_airport,Area De Material Airport,1380,SA,AR,AR-X,Rio Cuarto,SAOC,RCU,TRC,"-33.0850982666, -64.2612991333"
SAOD,medium_airport,Villa Dolores Airport,1847,SA,AR,AR-X,Villa Dolores,SAOD,VDR,LDR,"-31.9451999664, -65.1463012695"
SAOR,medium_airport,Villa Reynolds Airport,1591,SA,AR,AR-D,Villa Mercedes,SAOR,VME,RYD,"-33.7299003601, -65.3873977661"
SAOU,medium_airport,Brigadier Mayor D Cesar Raul Ojeda Airport,2328,SA,AR,AR-D,San Luis,SAOU,LUQ,UIS,"-33.2732009888, -66.3563995361"
SAOV,medium_airport,Presidente Néstor Kirchner Regional Airport,670,SA,AR,AR-X,Villa Maria,SAOV,,VMR,"-32.3201, -63.22663"
SARC,medium_airport,Corrientes Airport,202,SA,AR,AR-W,Corrientes,SARC,CNQ,CRR,"-27.4455, -58.7619"
SARE,medium_airport,Resistencia International Airport,173,SA,AR,AR-H,Resistencia,SARE,RES,SIS,"-27.45, -59.0561"
SARF,medium_airport,Formosa Airport,193,SA,AR,AR-P,Formosa,SARF,FMA,FSA,"-26.2127, -58.2281"
SARI,medium_airport,Cataratas Del Iguazú International Airport,916,SA,AR,AR-N,Puerto Iguazu,SARI,IGR,IGU,"-25.737301, -54.4734"
SARL,medium_airport,Paso De Los Libres Airport,230,SA,AR,AR-W,Paso de los Libres,SARL,AOL,LIB,"-29.6894, -57.1521"
SARM,medium_airport,Monte Caseros Airport,170,SA,AR,AR-W,Monte Caseros,SARM,MCS,MCS,"-30.2719, -57.6402"
SARP,medium_airport,Libertador Gral D Jose De San Martin Airport,430,SA,AR,AR-N,Posadas,SARP,PSS,POS,"-27.3858, -55.9707"
SASA,medium_airport,Martin Miguel De Guemes International Airport,4088,SA,AR,AR-A,Salta,SASA,SLA,SAL,"-24.856000900299996, -65.4861984253"
SASJ,medium_airport,Gobernador Horacio Guzman International Airport,3019,SA,AR,AR-Y,San Salvador de Jujuy,SASJ,JUJ,JUJ,"-24.392799, -65.097801"
SASO,medium_airport,Orán Airport,1171,SA,AR,AR-A,Orán,SASO,ORA,ORA,"-23.1527996063, -64.3292007446"
SAST,medium_airport,General Enrique Mosconi Airport,1472,SA,AR,AR-A,Tartagal,SAST,TTG,TAR,"-22.619600296, -63.7937011719"
SATG,medium_airport,Goya Airport,128,SA,AR,AR-W,Goya,SATG,OYA,GOY,"-29.1058, -59.2189"
SATR,medium_airport,Reconquista Airport,160,SA,AR,AR-S,Reconquista,SATR,RCQ,RTA,"-29.2103, -59.68"
SATU,medium_airport,Curuzu Cuatia Airport,229,SA,AR,AR-W,Curuzu Cuatia,SATU,UZU,CCA,"-29.7706, -57.9789"
SAVB,medium_airport,El Bolson Airport,1141,SA,AR,AR-R,El Bolson,SAVB,EHL,BOL,"-41.9431991577, -71.5323028564"
SAVC,medium_airport,General E. Mosconi Airport,189,SA,AR,AR-U,Comodoro Rivadavia,SAVC,CRD,CRV,"-45.7853, -67.4655"
SAVE,medium_airport,Brigadier Antonio Parodi Airport,2621,SA,AR,AR-U,Esquel,SAVE,EQS,ESQ,"-42.908000946, -71.139503479"
SAVH,medium_airport,Las Heras Airport,1082,SA,AR,AR-Z,Las Heras,SAVH,LHS,CLH,"-46.53829956049999, -68.9653015137"
SAVT,medium_airport,Almirante Marco Andres Zar Airport,141,SA,AR,AR-U,Rawson,SAVT,REL,TRE,"-43.2105, -65.2703"
SAVV,medium_airport,Gobernador Castello Airport,20,SA,AR,AR-R,Viedma / Carmen de Patagones,SAVV,VDM,VIE,"-40.8692, -63.0004"
SAVY,medium_airport,El Tehuelche Airport,427,SA,AR,AR-U,Puerto Madryn,SAVY,PMY,DRY,"-42.7592, -65.1027"
SAWC,medium_airport,El Calafate Airport,669,SA,AR,AR-Z,El Calafate,SAWC,FTE,ECA,"-50.2803, -72.053101"
SAWD,medium_airport,Puerto Deseado Airport,268,SA,AR,AR-Z,Puerto Deseado,SAWD,PUD,ADO,"-47.7353, -65.9041"
SAWE,medium_airport,Hermes Quijada International Airport,65,SA,AR,AR-V,Rio Grande,SAWE,RGA,GRA,"-53.7777, -67.7494"
SAWG,medium_airport,Piloto Civil N. Fernández Airport,61,SA,AR,AR-Z,Rio Gallegos,SAWG,RGL,GAL,"-51.6089, -69.3126"
SAWH,medium_airport,Malvinas Argentinas Airport,102,SA,AR,AR-V,Ushuahia,SAWH,USH,USU,"-54.8433, -68.2958"
SAWJ,medium_airport,Capitan D Daniel Vazquez Airport,203,SA,AR,AR-Z,San Julian,SAWJ,ULA,SJU,"-49.3068, -67.8026"
SAWP,medium_airport,Perito Moreno Airport,1410,SA,AR,AR-Z,Perito Moreno,SAWP,PMQ,PTM,"-46.537899, -70.978699"
SAWU,medium_airport,Santa Cruz Airport,364,SA,AR,AR-Z,Santa Cruz,SAWU,RZA,SCZ,"-50.0165, -68.5792"
SAZB,medium_airport,Comandante Espora Airport,246,SA,AR,AR-B,Bahia Blanca,SAZB,BHI,BCA,"-38.725, -62.1693"
SAZG,medium_airport,General Pico Airport,459,SA,AR,AR-L,General Pico,SAZG,GPO,GPI,"-35.6962013245, -63.7583007812"
SAZH,medium_airport,Tres Arroyos Airport,400,SA,AR,AR-B,Tres Arroyos,SAZH,OYO,YOS,"-38.3869, -60.3297"
SAZL,medium_airport,Santa Teresita Airport,9,SA,AR,AR-B,Santa Teresita,SAZL,SST,STR,"-36.5423, -56.7218"
SAZM,medium_airport,Ástor Piazzola International Airport,72,SA,AR,AR-B,Mar del Plata,SAZM,MDQ,MDP,"-37.9342, -57.5733"
SAZN,medium_airport,Presidente Peron Airport,895,SA,AR,AR-Q,Neuquen,SAZN,NQN,NEU,"-38.949001, -68.155701"
SAZO,medium_airport,Necochea Airport,72,SA,AR,AR-B,Necochea,SAZO,NEC,NEC,"-38.4831, -58.8172"
SAZP,medium_airport,Comodoro Pedro Zanni Airport,278,SA,AR,AR-B,Pehuajó,SAZP,PEH,PEH,"-35.8446, -61.8576"
SAZR,medium_airport,Santa Rosa Airport,630,SA,AR,AR-L,Santa Rosa,SAZR,RSA,OSA,"-36.588299, -64.275703"
SAZS,medium_airport,San Carlos De Bariloche Airport,2774,SA,AR,AR-R,San Carlos de Bariloche,SAZS,BRC,BAR,"-41.151199, -71.157501"
SAZT,medium_airport,Héroes De Malvinas Airport,574,SA,AR,AR-B,Tandil,SAZT,TDL,DIL,"-37.2374000549, -59.2279014587"
SAZV,medium_airport,Villa Gesell Airport,32,SA,AR,AR-B,Villa Gesell,SAZV,VLG,GES,"-37.2354, -57.0292"
SAZW,medium_airport,Cutral-Co Airport,2132,SA,AR,AR-Q,Cutral-Co,SAZW,CUT,CUT,"-38.939701080300004, -69.2646026611"
SAZY,medium_airport,Aviador C. Campos Airport,2569,SA,AR,AR-Q,Chapelco/San Martin de los Andes,SAZY,CPC,CHP,"-40.075401, -71.137299"
SBAA,medium_airport,Conceição do Araguaia Airport,653,SA,BR,BR-PA,Conceição Do Araguaia,SBAA,CDJ,,"-8.348349571228027, -49.30149841308594"
SBAF,medium_airport,Campo Délio Jardim de Mattos Airport,110,SA,BR,BR-RJ,Rio De Janeiro,SBAF,,,"-22.875099, -43.384701"
SBAN,medium_airport,Base Aérea Airport,3731,SA,BR,BR-GO,Anápolis,SBAN,,,"-16.2292, -48.964298"
SBAQ,medium_airport,Araraquara Airport,2334,SA,BR,BR-SP,Araraquara,SBAQ,AQA,,"-21.812000274699997, -48.1329994202"
SBAR,medium_airport,Santa Maria Airport,23,SA,BR,BR-SE,Aracaju,SBAR,AJU,,"-10.984000206, -37.0703010559"
SBAT,medium_airport,Piloto Osvaldo Marques Dias Airport,948,SA,BR,BR-MT,Alta Floresta,SBAT,AFL,,"-9.8663892746, -56.1049995422"
SBAU,medium_airport,Araçatuba Airport,1361,SA,BR,BR-SP,Araçatuba,SBAU,ARU,,"-21.1413002014, -50.4247016907"
SBBE,large_airport,Val de Cans/Júlio Cezar Ribeiro International Airport,54,SA,BR,BR-PA,Belém,SBBE,BEL,,"-1.3792500495900002, -48.4762992859"
SBBG,medium_airport,Comandante Gustavo Kraemer Airport,600,SA,BR,BR-RS,Bagé,SBBG,BGX,,"-31.39049911499, -54.112201690674"
SBBH,medium_airport,Pampulha - Carlos Drummond de Andrade Airport,2589,SA,BR,BR-MG,Belo Horizonte,SBBH,PLU,,"-19.851200103759766, -43.950599670410156"
SBBI,medium_airport,Bacacheri Airport,3057,SA,BR,BR-PR,Curitiba,SBBI,BFH,,"-25.4050998688, -49.23199844359999"
SBBQ,medium_airport,Major Brigadeiro Doorgal Borges Airport,3657,SA,BR,BR-MG,Barbacena,SBBQ,,,"-21.2672, -43.761101"
SBBR,large_airport,Presidente Juscelino Kubistschek International Airport,3497,SA,BR,BR-DF,Brasília,SBBR,BSB,,"-15.86916732788086, -47.920833587646484"
SBBT,medium_airport,Chafei Amsei Airport,1898,SA,BR,BR-SP,Barretos,SNBA,BAT,SNBA,"-20.584499359131, -48.594100952148"
SBBU,medium_airport,Bauru Airport,2025,SA,BR,BR-SP,Bauru,SBBU,BAU,,"-22.3449993134, -49.0537986755"
SBBV,medium_airport,Atlas Brasil Cantanhede Airport,276,SA,BR,BR-RR,Boa Vista,SBBV,BVB,,"2.84138894081, -60.6922225952"
SBBW,medium_airport,Barra do Garças Airport,1147,SA,BR,BR-MT,Barra Do Garças,SBBW,BPG,,"-15.861300468400001, -52.3889007568"
SBBZ,medium_airport,Umberto Modiano Airport,10,SA,BR,BR-RJ,Cabo Frio,SBBZ,BZC,,"-22.770999908447266, -41.96289825439453"
SBCA,medium_airport,Cascavel Airport,2473,SA,BR,BR-PR,Cascavel,SBCA,CAC,,"-25.0002994537, -53.500801086399996"
SBCC,medium_airport,Cachimbo Airport,1762,SA,BR,BR-PA,Novo Progresso,SBCC,,,"-9.33393955231, -54.9654006958"
SBCF,large_airport,Tancredo Neves International Airport,2715,SA,BR,BR-MG,Belo Horizonte,SBCF,CNF,,"-19.62444305419922, -43.97194290161133"
SBCG,medium_airport,Campo Grande Airport,1833,SA,BR,BR-MS,Campo Grande,SBCG,CGR,,"-20.468700408900002, -54.6725006104"
SBCH,medium_airport,Serafin Enoss Bertaso Airport,2146,SA,BR,BR-SC,Chapecó,SBCH,XAP,,"-27.134199142456, -52.656600952148"
SBCI,medium_airport,Brig. Lysias Augusto Rodrigues Airport,565,SA,BR,BR-MA,Carolina,SBCI,CLN,,"-7.32043981552124, -47.45869827270508"
SBCJ,medium_airport,Carajás Airport,2064,SA,BR,BR-PA,Parauapebas,SBCJ,CKS,,"-6.11527776718, -50.0013885498"
SBCM,medium_airport,Diomício Freitas Airport,93,SA,BR,BR-SC,Criciúma,SBCM,CCM,,"-28.7244434357, -49.4213905334"
SBCO,medium_airport,Canoas Air Force Base,26,SA,BR,BR-RS,Porto Alegre,SBCO,,,"-29.945928, -51.144413"
